timestamp,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,count
2016-03-12 19:00:00,6.0,3.5,87.0,13.0,1.0,no,yes,spring,830
2015-04-27 10:00:00,10.0,10.0,54.0,6.0,3.0,no,no,spring,1082
2016-11-10 20:00:00,8.0,5.0,76.0,22.0,2.0,,no,fall,771
2016-03-10 18:00:00,8.0,6.5,73.5,9.5,,no,no,spring,2549
2015-12-08 04:00:00,12.5,12.5,85.0,17.0,7.0,no,no,winter,24
2016-03-03 16:00:00,9.0,7.0,58.0,15.0,3.0,no,no,spring,1487
2015-02-06 07:00:00,2.0,-3.0,70.0,20.0,2.0,no,no,winter,1460
2016-04-08 01:00:00,7.0,4.5,87.0,15.0,1.0,no,no,spring,151
2016-10-08 06:00:00,13.0,13.0,88.0,6.5,3.0,no,yes,fall,159
2015-03-22 07:00:00,5.0,2.0,66.0,14.0,,no,yes,spring,166
2015-11-29 15:00:00,14.0,14.0,67.0,46.0,3.0,no,yes,fall,1046
2015-12-04 23:00:00,12.0,12.0,67.0,35.0,2.0,no,no,winter,457
2015-04-14 12:00:00,20.5,20.5,46.0,27.0,1.0,no,no,spring,1464
2016-07-13 07:00:00,13.5,,79.5,16.0,2.0,no,no,summer,2489
2015-02-02 02:00:00,0.0,-4.0,69.0,13.0,1.0,,no,winter,40
2015-04-09 11:00:00,10.5,10.0,85.0,8.0,2.0,no,no,spring,1097
2015-08-05 05:00:00,16.0,16.0,72.0,11.0,,no,no,summer,143
2016-10-23 19:00:00,11.0,11.0,77.0,17.0,2.0,,yes,fall,894
2015-05-18 02:00:00,11.0,11.0,77.0,15.0,,no,no,spring,97
2015-11-05 03:00:00,14.0,14.0,94.0,6.5,,no,no,fall,35
2015-11-09 13:00:00,15.0,15.0,68.0,31.5,3.0,no,no,fall,1182
2015-01-12 04:00:00,10.0,6.5,67.0,33.5,3.0,,no,winter,26
2015-10-17 07:00:00,11.0,11.0,82.0,13.0,,no,yes,fall,243
2015-01-18 23:00:00,0.5,-1.5,90.0,6.0,1.0,no,yes,winter,197
2015-10-22 08:00:00,13.5,13.5,79.5,16.0,3.0,no,no,fall,4461
2015-03-06 14:00:00,13.0,13.0,53.0,23.0,1.0,no,no,spring,1252
2016-03-13 08:00:00,3.5,,96.5,7.5,,no,yes,spring,299
2015-01-11 23:00:00,9.0,5.0,71.0,30.5,3.0,no,yes,winter,168
2016-02-21 14:00:00,15.0,15.0,72.0,36.0,3.0,no,,winter,1504
,18.0,18.0,83.0,12.0,3.0,,no,fall,1004
2015-09-18 01:00:00,14.0,,82.0,9.0,3.0,no,no,fall,199
2015-12-25 10:00:00,10.0,8.0,76.0,14.0,7.0,yes,no,winter,992
2016-01-03 03:00:00,8.5,4.5,76.0,26.0,4.0,no,yes,winter,65
2016-03-16 03:00:00,7.0,4.5,93.0,14.0,,no,no,spring,29
2016-03-23 01:00:00,8.0,8.0,76.0,4.0,,no,no,spring,92
2015-06-03 11:00:00,18.0,,41.5,25.0,2.0,no,,summer,1058
2016-09-29 13:00:00,19.0,19.0,62.0,23.0,2.0,no,no,fall,1442
2015-01-11 02:00:00,4.0,-0.5,75.0,23.0,1.0,,yes,winter,198
2015-04-17 11:00:00,12.0,12.0,51.0,30.5,2.0,no,no,spring,1078
2016-11-18 11:00:00,7.0,3.5,66.0,20.5,2.0,no,no,fall,944
2016-04-25 05:00:00,7.0,4.0,78.5,17.0,,no,no,spring,117
2015-02-06 03:00:00,1.0,-3.0,75.0,15.0,2.0,no,no,winter,48
2015-01-28 15:00:00,6.5,,55.0,37.0,2.0,no,no,winter,823
2015-07-28 05:00:00,15.0,,72.0,29.5,4.0,,no,summer,139
2016-12-01 00:00:00,3.0,-0.5,60.0,14.0,,no,no,winter,199
2016-05-17 02:00:00,12.0,12.0,79.5,11.0,1.0,no,no,spring,54
2015-09-13 17:00:00,15.5,15.5,65.5,19.0,2.0,no,yes,fall,2282
2016-01-16 04:00:00,2.0,-0.5,81.0,8.5,1.0,no,yes,winter,75
2016-08-30 00:00:00,17.0,17.0,72.5,4.0,,no,no,summer,329
2015-11-29 23:00:00,11.0,11.0,67.0,33.0,2.0,no,yes,fall,179
2015-08-29 17:00:00,19.0,19.0,78.0,6.5,7.0,no,yes,summer,1009
2015-11-07 12:00:00,17.0,17.0,88.0,31.0,7.0,no,yes,fall,491
2016-01-02 17:00:00,11.0,11.0,91.0,16.0,7.0,,yes,winter,383
2016-02-18 22:00:00,4.0,2.0,67.5,8.0,1.0,no,no,winter,466
2015-08-08 22:00:00,20.0,20.0,60.0,5.5,,no,yes,summer,1083
2015-09-02 14:00:00,17.5,17.5,54.0,10.0,2.0,no,no,fall,1252
2015-07-19 10:00:00,20.5,20.5,49.5,26.0,2.0,no,yes,summer,1625
2016-01-26 02:00:00,8.0,6.0,82.0,12.0,,no,,winter,36
2015-06-21 01:00:00,17.0,17.0,83.0,19.0,4.0,no,yes,summer,443
2016-04-12 21:00:00,11.0,11.0,72.0,13.0,1.0,no,no,spring,824
2016-07-14 08:00:00,15.0,15.0,72.0,17.0,2.0,no,no,summer,4691
2016-07-26 22:00:00,20.0,20.0,66.5,18.0,1.0,no,no,summer,965
2016-07-17 20:00:00,25.0,25.0,54.0,19.0,,no,yes,summer,2089
2016-04-09 13:00:00,11.5,11.5,45.5,13.0,2.0,,yes,spring,1938
2015-02-26 03:00:00,10.0,8.0,94.0,15.0,7.0,no,no,winter,39
2016-03-29 00:00:00,7.0,4.0,76.0,19.0,2.0,no,no,spring,115
2015-09-23 05:00:00,10.5,9.5,85.0,18.5,,no,no,fall,102
2016-01-14 22:00:00,4.0,-1.0,61.0,27.0,1.0,no,no,winter,402
2016-07-11 05:00:00,17.0,17.0,77.0,19.0,,no,no,summer,157
2015-08-17 22:00:00,19.0,19.0,52.0,11.0,1.0,no,no,summer,663
2016-08-23 20:00:00,26.0,26.0,51.0,8.0,,no,no,summer,2052
2015-10-11 02:00:00,12.5,12.5,85.0,13.0,2.0,no,yes,fall,421
2015-08-24 22:00:00,15.5,,85.5,23.0,7.0,no,no,summer,393
2015-10-29 15:00:00,15.0,15.0,85.0,15.0,,no,no,fall,1308
2015-12-20 04:00:00,15.0,15.0,68.0,26.0,2.0,no,yes,winter,164
2015-03-28 17:00:00,13.0,13.0,77.0,28.0,3.0,no,yes,spring,1564
2016-12-29 00:00:00,2.0,0.0,100.0,7.0,,no,no,winter,131
2016-02-20 17:00:00,12.0,12.0,88.0,31.0,7.0,no,yes,winter,684
2016-10-01 01:00:00,13.0,13.0,82.0,7.0,2.0,no,yes,fall,449
2015-06-28 06:00:00,17.0,17.0,64.0,13.0,1.0,no,yes,summer,173
2016-03-29 21:00:00,8.0,4.5,82.0,22.0,2.0,no,no,spring,410
2015-10-25 15:00:00,12.0,12.0,58.0,8.0,,,yes,fall,2363
2015-04-12 12:00:00,15.0,15.0,45.0,29.0,,no,yes,spring,2726
2016-11-22 16:00:00,10.0,7.5,76.0,19.5,2.0,no,no,fall,1544
2015-08-30 10:00:00,18.0,,75.5,12.0,3.0,no,yes,summer,1239
2015-09-09 21:00:00,15.5,15.5,79.5,15.0,2.0,no,no,fall,907
2015-11-23 10:00:00,4.5,2.0,78.5,10.0,1.0,no,no,fall,780
2016-01-29 22:00:00,12.0,,82.0,36.0,7.0,no,no,winter,411
2015-09-26 18:00:00,15.5,15.5,61.0,15.0,1.0,no,yes,fall,2346
2015-09-17 19:00:00,17.0,17.0,64.0,18.0,2.0,no,no,fall,2053
2016-08-12 22:00:00,18.5,18.5,64.0,27.0,1.0,no,no,summer,1004
2015-05-02 05:00:00,7.0,4.5,78.5,14.0,1.0,no,yes,spring,89
2016-06-14 02:00:00,14.0,14.0,94.0,11.0,2.0,no,no,summer,56
2016-10-09 11:00:00,14.0,14.0,61.0,18.0,2.0,no,yes,fall,2310
2016-12-29 19:00:00,5.5,4.0,84.0,6.5,1.0,no,no,winter,650
2016-07-30 11:00:00,18.5,,68.5,10.0,2.0,no,yes,summer,2935
2015-11-24 07:00:00,10.0,8.0,94.0,18.0,,no,no,fall,1320
2015-05-10 06:00:00,11.5,11.5,88.0,5.0,3.0,no,yes,spring,122
2016-06-08 15:00:00,22.0,22.0,67.0,6.0,7.0,no,no,summer,750
2016-11-13 03:00:00,9.0,7.5,87.0,9.0,1.0,no,,fall,182
2015-08-31 15:00:00,16.0,16.0,88.0,16.0,,yes,no,summer,789
2016-06-24 16:00:00,22.0,22.0,50.0,26.0,2.0,no,no,summer,2614
2015-05-18 10:00:00,12.5,12.5,91.0,22.0,7.0,no,no,spring,470
2016-12-20 17:00:00,6.0,3.5,87.0,12.0,2.0,no,no,winter,2587
,7.5,5.0,53.5,14.0,2.0,no,no,winter,1071
2015-12-11 03:00:00,11.0,11.0,82.0,22.0,2.0,,no,winter,80
2016-11-22 13:00:00,11.0,11.0,74.5,20.0,,no,no,fall,1033
2015-05-06 00:00:00,12.0,12.0,72.0,29.5,2.0,no,no,spring,190
2015-11-24 19:00:00,9.5,6.5,79.0,23.0,3.0,no,no,fall,1420
2016-02-15 12:00:00,5.5,1.5,68.0,23.0,3.0,no,no,winter,860
2015-01-06 18:00:00,7.0,4.0,71.0,17.5,1.0,,no,winter,2610
2016-08-09 22:00:00,16.0,16.0,55.0,19.0,1.0,no,no,summer,860
2015-01-26 05:00:00,9.5,7.0,84.5,17.0,3.0,no,no,winter,88
2015-12-23 02:00:00,12.0,,74.5,27.0,2.0,no,no,winter,91
2015-08-04 11:00:00,21.0,21.0,46.0,27.0,3.0,no,no,summer,1246
2015-09-10 16:00:00,19.5,19.5,49.0,24.0,1.0,no,no,fall,2208
2016-04-29 04:00:00,7.0,,68.5,25.0,1.0,no,no,spring,53
2015-04-13 21:00:00,12.5,12.5,74.5,12.0,1.0,no,no,spring,690
2016-06-19 09:00:00,18.5,18.5,66.0,11.0,2.0,no,yes,summer,962
2016-02-16 14:00:00,8.0,5.0,53.0,16.0,2.0,no,no,winter,1004
2015-03-04 23:00:00,6.0,3.5,71.0,12.0,1.0,,no,spring,305
2015-07-13 07:00:00,17.5,17.5,85.5,16.0,7.0,no,no,summer,1364
2015-02-27 19:00:00,7.5,5.0,61.5,13.0,,no,no,winter,1187
2016-09-29 16:00:00,19.0,19.0,49.0,30.5,2.0,no,no,fall,2174
2015-01-19 01:00:00,0.5,-2.5,93.0,8.0,2.0,no,no,winter,57
2016-02-20 19:00:00,12.0,12.0,88.0,35.0,7.0,no,yes,winter,471
2015-10-05 03:00:00,14.0,14.0,82.0,14.0,2.0,no,no,fall,45
2016-10-04 23:00:00,15.0,15.0,72.0,26.0,1.0,,no,fall,424
2016-08-02 10:00:00,20.0,20.0,83.0,17.0,3.0,no,no,summer,1017
2015-06-09 22:00:00,12.0,12.0,58.0,20.5,4.0,no,no,summer,598
2015-10-26 20:00:00,13.0,13.0,88.0,10.0,3.0,no,no,fall,1062
2016-06-22 07:00:00,17.5,17.5,77.5,6.5,3.0,no,no,summer,2553
2016-12-21 03:00:00,8.5,5.5,90.0,19.5,,no,no,winter,54
2016-04-25 06:00:00,7.0,,76.0,20.0,2.0,no,no,spring,638
2015-10-07 01:00:00,15.0,15.0,94.0,19.5,7.0,no,no,fall,96
2015-06-21 03:00:00,15.5,,82.5,18.5,3.0,no,yes,summer,276
2015-02-11 11:00:00,5.0,3.0,78.5,7.0,3.0,no,no,winter,698
2015-06-20 06:00:00,15.0,15.0,68.0,9.0,,no,yes,summer,165
2016-03-06 11:00:00,6.0,2.5,68.0,20.0,2.0,no,yes,spring,1195
2015-12-07 16:00:00,12.5,12.5,85.0,13.0,2.0,no,no,winter,1455
2015-05-20 18:00:00,15.0,15.0,48.0,25.0,,no,no,spring,3589
2016-02-24 02:00:00,2.0,2.0,87.0,4.0,1.0,no,no,winter,49
2016-01-23 13:00:00,10.5,10.0,79.5,11.0,4.0,no,yes,winter,1703
2015-04-16 11:00:00,14.0,14.0,59.0,23.0,1.0,no,no,spring,1037
2015-05-24 16:00:00,17.0,17.0,80.5,14.0,7.0,no,yes,spring,1964
2016-07-05 20:00:00,19.0,19.0,49.0,16.0,1.0,no,no,summer,1997
2015-03-17 05:00:00,6.0,3.5,100.0,11.0,7.0,no,no,spring,90
2016-06-02 18:00:00,12.0,12.0,77.0,18.0,4.0,,no,summer,3109
2015-11-28 07:00:00,4.0,-0.5,75.0,23.0,1.0,no,yes,fall,233
2015-02-13 04:00:00,5.0,2.0,93.0,15.0,1.0,no,no,winter,43
2016-11-17 14:00:00,13.0,13.0,67.0,37.0,3.0,,no,fall,930
2016-08-13 08:00:00,18.5,18.5,70.5,24.0,1.0,no,yes,summer,703
2016-07-21 21:00:00,22.5,22.5,63.0,10.5,1.0,no,no,summer,1405
2016-10-08 04:00:00,13.0,13.0,85.0,9.0,7.0,,yes,fall,155
2015-01-30 00:00:00,3.0,-2.0,75.0,24.0,3.0,no,no,winter,190
2015-12-05 15:00:00,13.0,13.0,67.0,34.0,4.0,no,yes,winter,1325
2016-11-18 13:00:00,8.0,5.0,62.0,22.0,1.0,no,no,fall,1280
2015-09-12 08:00:00,17.0,17.0,83.0,14.0,2.0,no,yes,fall,564
2015-07-21 12:00:00,24.0,24.0,45.5,25.0,2.0,no,no,summer,1714
2016-02-09 03:00:00,6.0,2.0,71.0,24.0,3.0,no,no,winter,12
2015-01-09 04:00:00,11.0,11.0,85.0,33.0,3.0,no,no,winter,47
2015-01-06 23:00:00,4.0,1.0,84.0,12.0,,no,no,winter,212
2016-01-10 02:00:00,7.0,3.5,76.0,20.5,1.0,no,yes,winter,140
2016-03-29 07:00:00,7.0,3.0,76.0,22.0,2.0,no,no,spring,1512
2016-02-02 18:00:00,8.0,4.0,55.0,27.0,1.0,no,no,winter,2600
2015-04-12 21:00:00,14.0,14.0,67.0,19.5,3.0,no,yes,spring,540
2016-10-02 16:00:00,17.0,17.0,50.5,17.5,2.0,no,,fall,2614
2016-07-10 08:00:00,19.0,19.0,80.5,23.0,4.0,no,yes,summer,438
2016-12-16 21:00:00,10.5,10.5,85.0,6.5,4.0,,no,winter,665
2016-10-03 11:00:00,15.0,15.0,55.0,11.0,1.0,no,no,fall,1194
2016-06-15 23:00:00,14.0,14.0,82.0,11.0,1.0,no,no,summer,603
2016-07-24 15:00:00,24.0,24.0,54.0,21.0,3.0,no,yes,summer,3607
2015-08-17 09:00:00,17.0,17.0,52.0,12.0,1.0,no,no,summer,2098
2015-03-22 12:00:00,7.5,4.5,59.0,17.0,3.0,no,yes,spring,1724
2015-12-29 18:00:00,11.0,11.0,72.0,17.0,2.0,no,no,winter,981
2015-01-29 16:00:00,4.0,-0.5,75.5,25.0,7.0,no,no,winter,922
2016-11-22 23:00:00,8.5,7.0,84.5,8.0,4.0,no,no,fall,341
2015-11-28 12:00:00,9.0,6.0,62.0,26.0,,no,yes,fall,1534
2015-02-05 10:00:00,2.5,-1.5,90.0,14.0,3.0,no,no,winter,665
,18.0,18.0,85.5,3.0,1.0,no,no,fall,913
,12.0,,79.5,17.5,7.0,,yes,winter,783
2015-03-26 14:00:00,12.0,,56.0,33.0,3.0,,no,spring,854
2015-09-15 23:00:00,12.5,,85.0,4.5,1.0,no,no,fall,379
2016-05-26 02:00:00,11.0,11.0,82.0,5.0,4.0,no,no,spring,103
2015-06-08 08:00:00,14.0,14.0,63.0,7.0,1.0,no,no,summer,4507
2015-05-18 14:00:00,15.0,15.0,57.0,46.0,3.0,no,no,spring,770
2015-12-16 13:00:00,15.5,15.5,74.5,24.0,3.0,no,no,winter,1044
2015-01-20 01:00:00,0.5,-1.0,90.0,6.5,1.0,no,no,winter,49
2016-06-20 23:00:00,18.0,18.0,75.5,14.0,1.0,no,no,summer,488
2016-08-08 01:00:00,17.0,17.0,70.5,28.0,3.0,no,no,summer,118
2015-06-11 06:00:00,12.5,12.5,82.0,7.0,2.0,no,no,summer,719
2016-02-11 23:00:00,5.0,3.0,81.0,8.5,1.0,no,,winter,349
2016-08-01 12:00:00,19.0,19.0,54.0,15.0,1.0,no,no,summer,1593
2015-08-16 20:00:00,17.0,17.0,66.0,6.0,1.0,,yes,summer,1179
2016-10-12 11:00:00,15.0,15.0,65.5,23.0,2.0,no,no,fall,1109
2015-11-22 10:00:00,3.0,0.0,81.0,10.0,1.0,no,yes,fall,788
2015-10-28 07:00:00,13.0,13.0,94.0,12.0,7.0,no,no,fall,742
2016-11-17 16:00:00,11.0,8.5,67.0,39.0,7.0,no,no,fall,1420
2016-01-29 13:00:00,12.0,12.0,77.0,32.0,3.0,no,no,winter,862
2016-02-01 12:00:00,13.5,13.5,69.5,39.0,3.0,,no,winter,866
2016-05-10 19:00:00,16.0,16.0,94.0,17.0,3.0,,no,spring,1841
2016-07-17 13:00:00,25.0,25.0,59.0,19.5,2.0,no,yes,summer,2739
2016-12-24 04:00:00,7.0,4.0,81.0,18.0,2.0,no,yes,winter,72
2015-04-20 21:00:00,10.0,9.0,66.5,12.0,1.0,,no,spring,736
2016-11-21 12:00:00,13.0,13.0,88.0,23.0,7.0,no,,fall,527
2015-10-20 08:00:00,9.0,8.0,90.5,6.0,3.0,no,no,fall,4699
2015-11-17 17:00:00,16.0,16.0,67.5,38.5,3.0,no,no,fall,2679
2015-05-28 07:00:00,13.5,13.5,59.0,26.0,2.0,no,no,spring,2128
2015-10-11 19:00:00,12.0,12.0,63.0,13.0,1.0,no,yes,fall,1055
2015-04-30 14:00:00,14.0,14.0,39.0,22.5,1.0,no,no,spring,1330
2016-04-24 12:00:00,8.5,,46.5,19.5,2.0,,yes,spring,1740
2015-08-04 16:00:00,21.5,21.0,45.0,25.0,,no,no,summer,2297
2015-08-13 04:00:00,17.0,17.0,88.0,12.0,4.0,no,no,summer,58
2016-03-23 20:00:00,9.5,,62.0,5.5,3.0,no,no,spring,944
2016-06-06 17:00:00,21.5,21.0,42.0,19.0,1.0,no,no,summer,4752
2015-03-28 23:00:00,11.0,11.0,67.0,32.0,,no,,spring,424
2015-12-11 19:00:00,9.0,6.0,71.0,21.0,2.0,no,no,winter,1142
2016-11-28 19:00:00,5.0,2.0,73.0,16.0,1.0,no,no,fall,1608
2015-08-20 02:00:00,16.0,16.0,94.0,11.0,7.0,no,no,summer,80
2015-12-10 14:00:00,12.0,12.0,77.0,24.0,3.0,no,no,winter,869
2015-12-31 03:00:00,9.5,6.5,71.5,18.5,2.0,,no,winter,53
2015-08-26 14:00:00,20.0,,78.0,33.0,7.0,no,no,summer,319
2015-12-16 11:00:00,15.0,15.0,77.0,25.0,3.0,no,no,winter,857
2015-07-12 06:00:00,16.0,,80.0,20.5,7.0,no,yes,summer,156
2015-09-06 08:00:00,11.0,10.0,77.0,9.0,1.0,no,yes,fall,343
2015-11-03 22:00:00,12.0,12.0,94.0,3.5,1.0,,no,fall,687
2016-10-18 02:00:00,11.0,11.0,88.0,16.0,1.0,no,no,fall,41
2016-06-10 10:00:00,17.5,17.5,45.5,8.0,,no,no,summer,1337
2016-11-23 01:00:00,9.0,9.0,82.0,2.0,2.0,no,no,fall,88
2016-08-23 22:00:00,22.5,22.5,71.0,11.0,,no,no,summer,1045
2016-10-20 00:00:00,11.0,11.0,77.0,14.0,1.0,no,no,fall,240
2016-12-29 11:00:00,5.5,4.0,87.0,6.5,1.0,no,no,winter,909
2015-11-14 08:00:00,10.0,8.0,76.0,18.0,,no,yes,fall,382
2015-11-29 02:00:00,11.0,11.0,72.0,27.0,3.0,no,yes,fall,284
2015-09-23 18:00:00,16.5,16.5,61.0,17.0,3.0,no,no,fall,3842
2016-05-16 02:00:00,11.0,11.0,77.0,6.5,4.0,no,no,spring,61
2015-06-06 23:00:00,13.5,,55.0,19.5,1.0,no,yes,summer,850
2016-04-28 10:00:00,8.0,5.0,53.0,15.0,2.0,,no,spring,1047
2015-09-29 21:00:00,14.0,14.0,77.0,16.0,2.0,,no,fall,833
2015-04-28 17:00:00,13.5,13.5,28.5,29.0,1.0,no,no,spring,3794
2016-07-09 19:00:00,21.0,21.0,69.0,20.5,1.0,,yes,summer,2026
2015-10-19 15:00:00,14.0,14.0,72.0,10.0,3.0,no,no, summer,1337
2016-10-21 16:00:00,13.0,13.0,72.0,12.0,3.0,no,no,fall,2116
2015-04-05 15:00:00,11.5,11.5,56.0,11.0,,no,yes,spring,1981
2015-10-22 16:00:00,14.0,14.0,57.0,13.0,4.0,,no,fall,1916
2015-06-02 08:00:00,16.0,16.0,80.0,32.0,7.0,no,no,summer,3700
2016-12-22 06:00:00,6.0,3.5,96.5,12.0,1.0,no,no,winter,365
2016-12-04 02:00:00,4.0,1.0,87.0,12.0,1.0,,yes,winter,177
2015-07-15 06:00:00,18.0,18.0,94.0,12.0,3.0,no,no,summer,664
2016-09-29 15:00:00,20.0,20.0,46.0,30.0,,no,,fall,1629
2015-06-28 11:00:00,20.5,20.5,54.5,20.0,1.0,no,yes,summer,1843
2015-12-13 01:00:00,8.0,6.0,87.0,11.0,7.0,no,yes,winter,277
2016-04-11 19:00:00,13.0,13.0,82.0,7.5,,no,no,spring,1803
2016-11-10 04:00:00,6.0,3.0,87.0,14.0,1.0,no,no,fall,51
2015-11-26 17:00:00,10.0,,88.0,12.0,3.0,no,no,fall,2675
2016-08-27 10:00:00,23.0,23.0,65.0,22.0,1.0,no,yes,summer,1485
2015-09-12 09:00:00,18.0,,78.0,20.0,3.0,no,yes,fall,966
2015-05-23 21:00:00,12.0,12.0,67.0,14.0,2.0,no,yes,spring,767
2015-07-14 16:00:00,21.5,21.5,67.0,16.0,4.0,no,no,summer,2169
2015-11-19 07:00:00,12.5,12.5,74.5,24.0,3.0,no,no,fall,2179
2015-07-28 14:00:00,20.0,20.0,43.0,29.0,,no,no,summer,1553
2015-08-04 04:00:00,16.0,16.0,77.0,19.0,1.0,no,no,summer,71
2015-02-02 20:00:00,1.5,,67.5,8.0,,no,no,winter,842
2015-08-05 19:00:00,19.0,19.0,64.0,12.0,1.0,no,no,summer,2816
2015-05-18 12:00:00,14.0,14.0,82.0,29.0,,no,no,spring,456
2015-01-08 20:00:00,8.0,5.0,76.0,17.0,1.0,no,no,winter,752
